id_salarie,age,anciennete,categorie,salaire,taux_cotis,encours
1308,32,3,non_cadre,27425.0,0.06,5171.0
1309,39,11,non_cadre,20899.0,0.06,12236.0
1310,58,5,non_cadre,22925.0,0.06,7767.0
1311,44,14,cadre,68232.0,0.1,80441.0
1312,36,9,non_cadre,29357.0,0.06,14791.0
1313,55,1,non_cadre,39791.0,0.06,2616.0
1314,58,2,cadre,46773.0,0.1,9781.0
1315,60,25,non_cadre,26151.0,0.06,40797.0
1316,34,1,non_cadre,35335.0,0.06,2278.0
1317,52,23,non_cadre,27270.0,0.06,39837.0
1318,47,25,non_cadre,34388.0,0.06,59304.0
1319,41,13,non_cadre,35248.0,0.06,28250.0
1320,39,9,non_cadre,38460.0,0.06,19948.0
1321,26,4,cadre,46383.0,0.1,20528.0
1322,33,11,non_cadre,36747.0,0.06,21917.0
1323,45,3,non_cadre,20628.0,0.06,4099.0
1324,60,28,cadre,51162.0,0.1,130646.0
1325,59,28,non_cadre,29850.0,0.06,49754.0
1326,30,4,cadre,45441.0,0.1,19915.0
1327,51,1,non_cadre,19960.0,0.06,1259.0
1328,25,3,non_cadre,27756.0,0.06,4168.0
1329,51,2,non_cadre,39342.0,0.06,4620.0
1330,36,14,cadre,82359.0,0.1,129686.0
1331,41,1,non_cadre,34601.0,0.06,2489.0
1332,52,20,non_cadre,30208.0,0.06,35768.0
1333,40,6,non_cadre,37104.0,0.06,11145.0
1334,56,2,non_cadre,31171.0,0.06,3540.0
1335,44,1,non_cadre,24899.0,0.06,1488.0
1336,64,5,non_cadre,30341.0,0.06,7549.0
1337,49,16,non_cadre,41324.0,0.06,45451.0
1338,34,2,non_cadre,33140.0,0.06,4039.0
1339,55,24,cadre,50448.0,0.1,117013.0
1340,39,17,non_cadre,47103.0,0.06,46069.0
1341,44,8,non_cadre,37828.0,0.06,14732.0
1342,27,5,non_cadre,35323.0,0.06,10677.0
1343,27,5,non_cadre,31966.0,0.06,9496.0
1344,46,20,non_cadre,34718.0,0.06,39093.0
1345,30,5,non_cadre,34944.0,0.06,11149.0
1346,64,21,non_cadre,19388.0,0.06,23560.0
1347,58,16,non_cadre,32466.0,0.06,32062.0
1348,52,29,non_cadre,29051.0,0.06,58334.0
1349,53,14,non_cadre,27146.0,0.06,21561.0
1350,47,20,non_cadre,28850.0,0.06,33206.0
1351,24,2,non_cadre,21978.0,0.06,3023.0
1352,38,1,non_cadre,20911.0,0.06,1183.0
1353,43,3,non_cadre,38494.0,0.06,6761.0
1354,61,26,non_cadre,32905.0,0.06,57508.0
1355,31,9,non_cadre,18515.0,0.06,10365.0
1356,43,10,non_cadre,26734.0,0.06,18824.0
1357,36,14,non_cadre,35777.0,0.06,29700.0
1358,27,0,non_cadre,28366.0,0.06,0.0
1359,26,1,non_cadre,38482.0,0.06,1887.0
1360,37,15,non_cadre,37009.0,0.06,29275.0
1361,25,3,non_cadre,22871.0,0.06,4183.0
1362,24,2,non_cadre,29152.0,0.06,3060.0
1363,37,15,non_cadre,27428.0,0.06,24227.0
1364,30,7,cadre,46840.0,0.1,29946.0
1365,45,23,non_cadre,22429.0,0.06,25019.0
1366,22,0,non_cadre,25534.0,0.06,0.0
1367,34,12,non_cadre,26391.0,0.06,20113.0
1368,41,5,cadre,36840.0,0.1,17228.0
1369,63,0,non_cadre,36968.0,0.06,0.0
1370,49,1,non_cadre,33246.0,0.06,1712.0
1371,59,29,non_cadre,34858.0,0.06,50737.0
1372,36,2,cadre,47433.0,0.1,11137.0
1373,41,19,non_cadre,33845.0,0.06,45091.0
1374,40,18,non_cadre,29123.0,0.06,30277.0
1375,60,4,non_cadre,27465.0,0.06,6380.0
1376,63,25,cadre,45537.0,0.1,129828.0
1377,63,4,non_cadre,18823.0,0.06,4573.0
1378,54,4,non_cadre,20626.0,0.06,4192.0
1379,43,17,non_cadre,32386.0,0.06,27945.0
1380,45,8,non_cadre,28452.0,0.06,11642.0
1381,64,8,non_cadre,22506.0,0.06,12016.0
1382,34,5,non_cadre,24295.0,0.06,7586.0
1383,36,14,non_cadre,24936.0,0.06,19269.0
1384,60,0,non_cadre,35862.0,0.06,0.0
1385,38,7,cadre,57425.0,0.1,34143.0
1386,32,10,non_cadre,41642.0,0.06,27398.0
1387,46,14,non_cadre,21832.0,0.06,21169.0
1388,35,13,cadre,38492.0,0.1,50662.0
1389,60,6,non_cadre,22513.0,0.06,8989.0
1390,61,19,cadre,90382.0,0.1,156829.0
1391,35,13,cadre,65647.0,0.1,88265.0
1392,44,11,non_cadre,30485.0,0.06,19621.0
1393,64,7,non_cadre,31410.0,0.06,11017.0
1394,53,16,cadre,41366.0,0.1,65851.0
1395,31,9,non_cadre,23974.0,0.06,14742.0
1396,47,2,non_cadre,33243.0,0.06,3274.0
1397,48,16,non_cadre,28904.0,0.06,27494.0
1398,50,4,cadre,37125.0,0.1,17067.0
1399,23,1,non_cadre,33651.0,0.06,2253.0
1400,34,12,non_cadre,27551.0,0.06,19785.0
1401,58,16,cadre,48150.0,0.1,66912.0
1402,32,10,cadre,68324.0,0.1,77849.0
1403,34,9,cadre,45126.0,0.1,34978.0
1404,35,13,non_cadre,31350.0,0.06,22270.0
1405,29,7,cadre,63840.0,0.1,37972.0
1406,28,6,non_cadre,31996.0,0.06,11330.0
1407,36,14,non_cadre,32205.0,0.06,28450.0
1408,59,19,cadre,52705.0,0.1,113242.0
1409,22,0,non_cadre,36906.0,0.06,0.0
1410,34,12,cadre,74184.0,0.1,105782.0
1411,24,2,cadre,49268.0,0.1,10231.0
1412,46,12,non_cadre,21247.0,0.06,15937.0
1413,32,2,non_cadre,29289.0,0.06,3058.0
1414,56,0,non_cadre,28396.0,0.06,0.0
1415,47,7,non_cadre,40076.0,0.06,17348.0
1416,55,1,cadre,48557.0,0.1,5285.0
1417,49,6,non_cadre,33879.0,0.06,10756.0
1418,40,3,cadre,59689.0,0.1,17792.0
1419,59,29,non_cadre,27962.0,0.06,45855.0
1420,42,2,non_cadre,25328.0,0.06,2965.0
1421,62,18,non_cadre,49220.0,0.06,47249.0
1422,64,10,non_cadre,26255.0,0.06,13489.0
1423,47,5,non_cadre,30443.0,0.06,8477.0
1424,51,21,non_cadre,30769.0,0.06,44490.0
1425,32,10,cadre,70250.0,0.1,78827.0
1426,57,23,cadre,46573.0,0.1,90050.0
1427,50,28,cadre,45199.0,0.1,105691.0
1428,60,17,non_cadre,30519.0,0.06,31042.0
1429,33,11,non_cadre,18937.0,0.06,11385.0
1430,55,4,cadre,47020.0,0.1,21241.0
1431,42,20,non_cadre,36795.0,0.06,43910.0
1432,29,7,non_cadre,33745.0,0.06,16172.0
1433,29,7,cadre,46709.0,0.1,27572.0
1434,46,10,non_cadre,24633.0,0.06,17559.0
1435,35,13,non_cadre,38760.0,0.06,33463.0
1436,26,0,non_cadre,29735.0,0.06,0.0
1437,40,18,non_cadre,41250.0,0.06,52395.0
1438,50,8,non_cadre,30020.0,0.06,14238.0
1439,35,2,non_cadre,19920.0,0.06,2055.0
1440,63,9,non_cadre,35554.0,0.06,19175.0
1441,55,25,non_cadre,27454.0,0.06,46373.0
1442,44,8,non_cadre,27825.0,0.06,15277.0
1443,62,16,non_cadre,22434.0,0.06,21438.0
1444,40,18,non_cadre,41498.0,0.06,48982.0
1445,28,1,cadre,48224.0,0.1,4334.0
1446,23,1,cadre,40038.0,0.1,3572.0
1447,62,8,non_cadre,27521.0,0.06,13666.0
1448,63,20,non_cadre,24919.0,0.06,28967.0
1449,53,5,non_cadre,39060.0,0.06,10129.0
1450,26,4,non_cadre,29563.0,0.06,7837.0
1451,34,12,non_cadre,29621.0,0.06,21601.0
1452,23,1,non_cadre,23217.0,0.06,1404.0
1453,24,2,non_cadre,27376.0,0.06,2877.0
1454,32,10,non_cadre,32686.0,0.06,17581.0
1455,46,13,non_cadre,23135.0,0.06,19436.0
1456,24,2,non_cadre,26934.0,0.06,3687.0
1457,64,8,non_cadre,27580.0,0.06,11529.0
1458,41,19,non_cadre,30401.0,0.06,38987.0
1459,33,10,non_cadre,40331.0,0.06,26987.0
1460,44,14,non_cadre,28253.0,0.06,26722.0
1461,55,5,cadre,35612.0,0.1,18388.0
1462,35,13,non_cadre,51960.0,0.06,38127.0
1463,24,2,non_cadre,27510.0,0.06,3659.0
1464,24,2,non_cadre,28878.0,0.06,3438.0
1465,58,3,non_cadre,27928.0,0.06,4468.0
1466,26,4,non_cadre,28385.0,0.06,6546.0
1467,49,10,cadre,48210.0,0.1,47395.0
1468,38,2,non_cadre,36066.0,0.06,4337.0
1469,55,15,non_cadre,32525.0,0.06,33928.0
1470,24,2,non_cadre,37211.0,0.06,4307.0
1471,60,0,non_cadre,36966.0,0.06,0.0
1472,52,3,non_cadre,31278.0,0.06,6671.0
1473,41,13,non_cadre,32345.0,0.06,22625.0
1474,30,8,non_cadre,37448.0,0.06,14460.0
1475,64,7,cadre,48304.0,0.1,38544.0
1476,34,8,cadre,46339.0,0.1,43810.0
1477,43,7,non_cadre,27077.0,0.06,12201.0
1478,38,10,non_cadre,27966.0,0.06,16160.0
1479,31,9,cadre,38206.0,0.1,34987.0
1480,39,9,non_cadre,23683.0,0.06,14487.0
1481,28,6,non_cadre,36452.0,0.06,15145.0
1482,22,0,non_cadre,47240.0,0.06,0.0
1483,34,12,non_cadre,26783.0,0.06,22122.0
1484,26,4,non_cadre,32158.0,0.06,8080.0
1485,39,17,non_cadre,31351.0,0.06,25995.0
1486,59,27,non_cadre,36644.0,0.06,50067.0
1487,28,6,non_cadre,46756.0,0.06,13772.0
1488,22,0,non_cadre,40666.0,0.06,0.0
1489,26,3,cadre,48032.0,0.1,13986.0
1490,43,3,non_cadre,33346.0,0.06,6520.0
1491,33,11,non_cadre,34015.0,0.06,17975.0
1492,43,16,non_cadre,29880.0,0.06,32049.0
1493,23,1,non_cadre,24095.0,0.06,1435.0
1494,36,10,cadre,55019.0,0.1,64341.0
1495,39,8,non_cadre,37744.0,0.06,18269.0
1496,40,18,cadre,50290.0,0.1,100979.0
1497,45,18,non_cadre,28780.0,0.06,32692.0
1498,55,26,non_cadre,31608.0,0.06,49714.0
1499,42,9,non_cadre,38117.0,0.06,24274.0
1500,58,14,non_cadre,21335.0,0.06,17890.0
1501,44,3,non_cadre,27438.0,0.06,5714.0
1502,33,11,non_cadre,44915.0,0.06,24143.0
1503,31,9,non_cadre,31851.0,0.06,18283.0
1504,35,13,non_cadre,23935.0,0.06,21743.0
1505,47,12,non_cadre,30712.0,0.06,25644.0
1506,32,8,cadre,50450.0,0.1,40119.0
1507,61,28,non_cadre,18027.0,0.06,29947.0
1508,42,14,cadre,79416.0,0.1,124992.0
1509,59,20,non_cadre,27847.0,0.06,31211.0
1510,51,1,non_cadre,21602.0,0.06,1523.0
1511,36,8,non_cadre,30496.0,0.06,13178.0
1512,31,9,cadre,48778.0,0.1,36427.0
1513,53,2,cadre,47158.0,0.1,10457.0
1514,36,3,non_cadre,27982.0,0.06,4845.0
1515,32,10,cadre,40714.0,0.1,38365.0
1516,62,9,non_cadre,22426.0,0.06,11243.0
1517,42,8,non_cadre,26129.0,0.06,14952.0
1518,24,2,non_cadre,35625.0,0.06,4398.0
1519,43,5,cadre,59571.0,0.1,35646.0
1520,41,1,non_cadre,29588.0,0.06,1664.0
1521,59,0,non_cadre,24367.0,0.06,0.0
1522,52,2,non_cadre,27838.0,0.06,2955.0
1523,30,4,cadre,35097.0,0.1,13648.0
1524,28,6,cadre,38539.0,0.1,19072.0
1525,47,8,non_cadre,27269.0,0.06,10474.0
1526,24,2,non_cadre,17795.0,0.06,2095.0
1527,35,0,non_cadre,26212.0,0.06,0.0
1528,27,5,cadre,48925.0,0.1,23847.0
1529,22,0,non_cadre,25023.0,0.06,0.0
1530,61,10,cadre,36865.0,0.1,36063.0
1531,25,1,non_cadre,35322.0,0.06,2142.0
1532,22,0,non_cadre,29777.0,0.06,0.0
1533,62,14,non_cadre,36567.0,0.06,34449.0
1534,30,5,cadre,57423.0,0.1,32594.0
1535,57,29,non_cadre,28224.0,0.06,43461.0
1536,23,1,cadre,38096.0,0.1,3745.0
1537,28,6,cadre,58409.0,0.1,39685.0
1538,26,4,non_cadre,24339.0,0.06,6874.0
1539,52,9,non_cadre,38762.0,0.06,21291.0
1540,48,4,non_cadre,32562.0,0.06,7793.0
1541,42,20,non_cadre,36751.0,0.06,48769.0
1542,32,10,cadre,58282.0,0.1,69745.0
1543,25,3,non_cadre,24465.0,0.06,4273.0
1544,46,17,non_cadre,24310.0,0.06,21474.0
1545,31,5,non_cadre,31636.0,0.06,10760.0
1546,47,19,non_cadre,43087.0,0.06,53254.0
1547,51,20,cadre,50339.0,0.1,86385.0
1548,58,21,non_cadre,27834.0,0.06,32595.0
1549,43,17,non_cadre,28888.0,0.06,30093.0
1550,22,0,non_cadre,29813.0,0.06,0.0
1551,34,12,non_cadre,44994.0,0.06,36032.0
1552,58,24,cadre,33151.0,0.1,68606.0
1553,44,5,non_cadre,31601.0,0.06,8406.0
1554,48,14,cadre,54896.0,0.1,84359.0
1555,41,12,cadre,80931.0,0.1,82204.0
1556,28,6,non_cadre,33117.0,0.06,11913.0
1557,60,4,non_cadre,27620.0,0.06,6751.0
1558,55,9,cadre,47791.0,0.1,40248.0
1559,64,28,non_cadre,36879.0,0.06,69301.0
1560,58,3,cadre,53079.0,0.1,13092.0
1561,34,12,non_cadre,36268.0,0.06,29011.0
1562,32,10,non_cadre,41697.0,0.06,26480.0
1563,32,10,cadre,34802.0,0.1,34902.0
1564,61,1,non_cadre,32230.0,0.06,2222.0
1565,45,1,non_cadre,56897.0,0.06,3007.0
1566,41,8,non_cadre,31268.0,0.06,16814.0
1567,63,3,non_cadre,24121.0,0.06,3800.0
1568,47,2,non_cadre,28359.0,0.06,4071.0
1569,61,4,non_cadre,40917.0,0.06,7985.0
1570,64,5,non_cadre,23159.0,0.06,7096.0
1571,25,3,non_cadre,25809.0,0.06,4029.0
1572,37,15,non_cadre,37430.0,0.06,32447.0
1573,53,0,non_cadre,28414.0,0.06,0.0
1574,56,18,non_cadre,29346.0,0.06,27812.0
1575,28,4,non_cadre,37184.0,0.06,7357.0
1576,35,12,non_cadre,25993.0,0.06,15032.0
1577,45,1,non_cadre,22365.0,0.06,1460.0
1578,56,2,non_cadre,22724.0,0.06,2676.0
1579,26,3,non_cadre,33702.0,0.06,4964.0
1580,47,13,non_cadre,31596.0,0.06,28972.0
1581,34,12,non_cadre,26120.0,0.06,20052.0
1582,31,9,non_cadre,23794.0,0.06,11637.0
1583,44,18,non_cadre,28420.0,0.06,29941.0
1584,39,17,cadre,40997.0,0.1,69396.0
1585,49,21,non_cadre,25382.0,0.06,32876.0
1586,35,13,non_cadre,26276.0,0.06,23426.0
1587,57,16,cadre,61248.0,0.1,101521.0
1588,25,3,non_cadre,27875.0,0.06,5978.0
1589,59,7,non_cadre,32099.0,0.06,14705.0
1590,23,1,non_cadre,45798.0,0.06,3285.0
1591,53,0,non_cadre,31336.0,0.06,0.0
1592,36,14,non_cadre,29680.0,0.06,26711.0
1593,38,11,non_cadre,35651.0,0.06,25769.0
1594,22,0,non_cadre,34482.0,0.06,0.0
1595,52,28,non_cadre,26727.0,0.06,36360.0
1596,29,7,non_cadre,47542.0,0.06,16992.0
1597,50,25,cadre,49047.0,0.1,109263.0
1598,53,14,non_cadre,31452.0,0.06,24005.0
1599,58,3,cadre,50996.0,0.1,17779.0
1600,52,0,non_cadre,32149.0,0.06,0.0
1601,34,4,cadre,38615.0,0.1,13242.0
1602,53,28,cadre,44103.0,0.1,119851.0
1603,57,14,non_cadre,35089.0,0.06,26446.0
1604,35,9,cadre,37441.0,0.1,38143.0
1605,27,5,non_cadre,36516.0,0.06,12786.0
1606,60,7,cadre,47522.0,0.1,28798.0
1607,28,6,non_cadre,27969.0,0.06,9733.0
1608,47,25,cadre,44497.0,0.1,131392.0
1609,32,2,cadre,65361.0,0.1,13894.0
1610,27,5,cadre,42987.0,0.1,24658.0
1611,55,10,non_cadre,39264.0,0.06,22217.0
1612,28,1,non_cadre,34733.0,0.06,1842.0
1613,50,27,non_cadre,29558.0,0.06,51548.0
1614,51,1,cadre,67384.0,0.1,5761.0
1615,24,2,non_cadre,32266.0,0.06,4398.0
1616,29,0,cadre,36878.0,0.1,0.0
1617,56,14,non_cadre,21810.0,0.06,16891.0
1618,43,17,non_cadre,32341.0,0.06,32971.0
1619,27,5,cadre,42525.0,0.1,23807.0
1620,64,2,non_cadre,18741.0,0.06,2640.0
1621,33,3,non_cadre,31201.0,0.06,5284.0
1622,22,0,non_cadre,34471.0,0.06,0.0
1623,61,24,cadre,36771.0,0.1,77465.0
1624,22,0,non_cadre,35223.0,0.06,0.0
1625,45,15,cadre,41780.0,0.1,67339.0
1626,64,16,non_cadre,24367.0,0.06,20143.0
1627,46,23,non_cadre,20931.0,0.06,31656.0
1628,47,18,non_cadre,37324.0,0.06,43923.0
1629,38,13,cadre,45999.0,0.1,65594.0
1630,27,5,non_cadre,37898.0,0.06,10664.0
1631,46,14,non_cadre,25950.0,0.06,23889.0
1632,60,1,cadre,40199.0,0.1,4545.0
1633,25,3,non_cadre,22213.0,0.06,3754.0
1634,59,22,non_cadre,25211.0,0.06,29391.0
1635,39,17,non_cadre,30765.0,0.06,36249.0
1636,45,3,non_cadre,34255.0,0.06,6464.0
1637,29,2,cadre,51017.0,0.1,10042.0
1638,48,2,non_cadre,28594.0,0.06,3952.0
1639,29,7,non_cadre,25230.0,0.06,9054.0
1640,33,9,non_cadre,24972.0,0.06,15160.0
1641,53,9,cadre,53102.0,0.1,47616.0
1642,24,0,non_cadre,46778.0,0.06,0.0
1643,41,19,cadre,56785.0,0.1,128288.0
1644,47,13,non_cadre,37476.0,0.06,32483.0
1645,27,5,non_cadre,28600.0,0.06,7601.0
1646,34,12,cadre,39057.0,0.1,54812.0
1647,36,4,cadre,66768.0,0.1,31358.0
1648,50,24,cadre,31813.0,0.1,85528.0
1649,63,16,non_cadre,28302.0,0.06,23118.0
1650,57,18,non_cadre,26213.0,0.06,24759.0
1651,30,6,non_cadre,27432.0,0.06,10879.0
1652,22,0,non_cadre,30295.0,0.06,0.0
1653,24,2,non_cadre,25454.0,0.06,2706.0
1654,47,12,non_cadre,31766.0,0.06,22513.0
1655,28,2,non_cadre,31757.0,0.06,3285.0
1656,31,9,non_cadre,28944.0,0.06,15492.0
1657,58,26,non_cadre,25424.0,0.06,41923.0
1658,59,15,non_cadre,30636.0,0.06,22263.0
1659,58,17,non_cadre,27119.0,0.06,29243.0
1660,32,6,non_cadre,30281.0,0.06,11511.0
1661,48,2,non_cadre,37368.0,0.06,4403.0
1662,48,26,non_cadre,23350.0,0.06,42187.0
1663,29,7,cadre,56542.0,0.1,33798.0
1664,45,8,non_cadre,29568.0,0.06,11645.0
1665,44,20,non_cadre,32576.0,0.06,39026.0
1666,39,0,non_cadre,25807.0,0.06,0.0
1667,54,2,non_cadre,37699.0,0.06,4102.0
1668,51,7,non_cadre,29256.0,0.06,14556.0
1669,44,13,cadre,50369.0,0.1,59029.0
1670,53,11,non_cadre,26738.0,0.06,16025.0
1671,54,5,non_cadre,28432.0,0.06,9591.0
1672,46,10,non_cadre,32618.0,0.06,22881.0
1673,33,10,non_cadre,31055.0,0.06,18902.0
1674,54,15,non_cadre,29762.0,0.06,21633.0
1675,52,16,non_cadre,26021.0,0.06,23536.0
1676,64,26,cadre,37988.0,0.1,87862.0
1677,28,6,non_cadre,27358.0,0.06,9892.0
1678,40,8,non_cadre,32893.0,0.06,16942.0
1679,61,27,cadre,43372.0,0.1,112066.0
1680,44,15,non_cadre,35185.0,0.06,32140.0
1681,62,5,non_cadre,29991.0,0.06,9933.0
1682,22,0,non_cadre,32392.0,0.06,0.0
1683,23,1,non_cadre,29006.0,0.06,1529.0
1684,56,24,non_cadre,21173.0,0.06,34217.0
1685,37,11,cadre,40522.0,0.1,36319.0
1686,44,4,non_cadre,27830.0,0.06,5746.0
1687,40,5,non_cadre,24371.0,0.06,5885.0
1688,39,3,non_cadre,26782.0,0.06,4928.0
1689,62,20,non_cadre,30822.0,0.06,38467.0
1690,26,4,non_cadre,23916.0,0.06,5811.0
1691,55,13,non_cadre,26025.0,0.06,19603.0
1692,60,20,cadre,38296.0,0.1,77481.0
1693,50,24,non_cadre,21773.0,0.06,27515.0
1694,38,16,non_cadre,28921.0,0.06,31387.0
1695,28,4,non_cadre,23758.0,0.06,6798.0
1696,51,17,non_cadre,25813.0,0.06,26757.0
1697,42,20,non_cadre,28837.0,0.06,32865.0
1698,28,6,cadre,38144.0,0.1,25558.0
1699,37,9,non_cadre,33649.0,0.06,15940.0
1700,63,11,non_cadre,39308.0,0.06,24083.0
1701,33,11,cadre,41325.0,0.1,53458.0
1702,29,0,non_cadre,36823.0,0.06,0.0
1703,51,15,non_cadre,22766.0,0.06,17310.0
1704,30,3,cadre,48644.0,0.1,14864.0
1705,61,26,non_cadre,32940.0,0.06,53183.0
1706,58,1,non_cadre,35710.0,0.06,2226.0
1707,64,0,cadre,49005.0,0.1,0.0
1708,61,9,non_cadre,37152.0,0.06,21837.0
1709,32,6,non_cadre,35891.0,0.06,11589.0
1710,31,9,cadre,53618.0,0.1,56906.0
1711,36,8,cadre,103841.0,0.1,74033.0
1712,42,10,non_cadre,28315.0,0.06,13709.0
1713,59,16,non_cadre,31083.0,0.06,30649.0
1714,53,16,non_cadre,24983.0,0.06,21133.0
1715,49,27,non_cadre,30409.0,0.06,51796.0
1716,59,14,non_cadre,21239.0,0.06,15908.0
1717,49,16,non_cadre,26985.0,0.06,25160.0
1718,38,16,non_cadre,29316.0,0.06,24536.0
1719,39,5,non_cadre,36275.0,0.06,10573.0
1720,44,20,non_cadre,37465.0,0.06,38421.0
1721,25,3,non_cadre,24741.0,0.06,4165.0
1722,53,9,non_cadre,45441.0,0.06,21583.0
1723,50,5,non_cadre,30904.0,0.06,10443.0
1724,53,10,cadre,54292.0,0.1,59273.0
1725,44,8,non_cadre,21708.0,0.06,9031.0
1726,55,17,non_cadre,26501.0,0.06,22521.0
1727,62,25,cadre,67186.0,0.1,136102.0
1728,46,17,non_cadre,31036.0,0.06,28196.0
1729,41,3,non_cadre,30654.0,0.06,5474.0
1730,26,4,non_cadre,31394.0,0.06,7233.0
1731,55,20,non_cadre,22478.0,0.06,32061.0
1732,60,9,non_cadre,29426.0,0.06,17748.0
1733,52,17,non_cadre,39760.0,0.06,33713.0
1734,59,20,non_cadre,37283.0,0.06,38636.0
1735,59,9,cadre,42358.0,0.1,30903.0
1736,56,19,non_cadre,41015.0,0.06,39991.0
1737,43,11,cadre,51499.0,0.1,57315.0
1738,26,4,non_cadre,24701.0,0.06,4925.0
1739,22,0,non_cadre,43551.0,0.06,0.0
1740,30,8,non_cadre,33676.0,0.06,13696.0
1741,40,0,non_cadre,28316.0,0.06,0.0
1742,53,26,non_cadre,29670.0,0.06,37387.0
1743,41,15,cadre,72139.0,0.1,128536.0
1744,22,0,cadre,45610.0,0.1,0.0
1745,31,9,cadre,54512.0,0.1,45854.0
1746,64,25,cadre,50728.0,0.1,125542.0
1747,64,0,non_cadre,23790.0,0.06,0.0
1748,38,4,non_cadre,31631.0,0.06,7349.0
1749,56,10,non_cadre,26985.0,0.06,16102.0
1750,52,15,non_cadre,24631.0,0.06,20747.0
1751,62,21,cadre,71704.0,0.1,139858.0
1752,60,12,non_cadre,46300.0,0.06,27033.0
1753,49,18,non_cadre,44244.0,0.06,51067.0
1754,38,0,non_cadre,34166.0,0.06,0.0
1755,48,19,non_cadre,28448.0,0.06,34621.0
1756,35,13,cadre,68203.0,0.1,104306.0
1757,36,14,non_cadre,32535.0,0.06,27035.0
1758,48,13,non_cadre,27582.0,0.06,24799.0
1759,46,8,non_cadre,39055.0,0.06,18326.0
1760,46,24,cadre,46045.0,0.1,109518.0
1761,38,0,cadre,53439.0,0.1,0.0
1762,39,8,non_cadre,35213.0,0.06,14981.0
1763,22,0,non_cadre,25334.0,0.06,0.0
1764,47,25,non_cadre,28593.0,0.06,43058.0
1765,46,14,non_cadre,33782.0,0.06,23480.0
1766,62,27,non_cadre,40644.0,0.06,58908.0
1767,43,19,non_cadre,23160.0,0.06,29501.0
1768,42,16,non_cadre,22819.0,0.06,21588.0
1769,24,2,non_cadre,24828.0,0.06,2415.0
1770,30,6,non_cadre,22058.0,0.06,6546.0
1771,36,14,non_cadre,22374.0,0.06,21948.0
1772,38,16,non_cadre,24697.0,0.06,28040.0
1773,37,15,non_cadre,38394.0,0.06,36505.0
1774,38,16,non_cadre,28185.0,0.06,23648.0
1775,55,28,non_cadre,30189.0,0.06,48041.0
1776,27,5,non_cadre,24782.0,0.06,6856.0
1777,36,14,non_cadre,34053.0,0.06,31867.0
1778,29,7,non_cadre,43656.0,0.06,18608.0
1779,35,4,non_cadre,25120.0,0.06,6703.0
1780,51,8,non_cadre,42358.0,0.06,19197.0
1781,24,2,non_cadre,32268.0,0.06,4444.0
1782,36,4,non_cadre,30101.0,0.06,7020.0
1783,23,1,non_cadre,32499.0,0.06,1885.0
1784,63,20,cadre,48083.0,0.1,95747.0
1785,53,7,non_cadre,43494.0,0.06,18938.0
1786,32,10,non_cadre,33289.0,0.06,23122.0
1787,30,8,non_cadre,33429.0,0.06,15775.0
1788,26,0,non_cadre,27575.0,0.06,0.0
1789,42,7,non_cadre,35482.0,0.06,14269.0
1790,54,22,non_cadre,24775.0,0.06,30408.0
1791,47,25,non_cadre,30661.0,0.06,42221.0
1792,59,27,non_cadre,53402.0,0.06,69941.0
1793,36,14,non_cadre,18181.0,0.06,17405.0
1794,33,2,non_cadre,31432.0,0.06,3137.0
1795,42,20,non_cadre,31675.0,0.06,35491.0
1796,30,3,non_cadre,28662.0,0.06,4644.0
1797,63,2,non_cadre,28798.0,0.06,3794.0
1798,29,7,cadre,54511.0,0.1,44760.0
1799,42,14,non_cadre,28525.0,0.06,26996.0
1800,44,19,cadre,54826.0,0.1,96669.0
1801,24,2,non_cadre,27212.0,0.06,3208.0
1802,42,2,non_cadre,44956.0,0.06,4849.0
1803,41,15,non_cadre,28525.0,0.06,30026.0
1804,33,11,non_cadre,33620.0,0.06,18805.0
1805,27,5,non_cadre,26243.0,0.06,9296.0
1806,23,1,non_cadre,36155.0,0.06,2441.0
1807,22,0,non_cadre,34740.0,0.06,0.0
1808,42,20,non_cadre,32624.0,0.06,43439.0
1809,25,1,non_cadre,24428.0,0.06,1371.0
1810,63,26,non_cadre,25809.0,0.06,36975.0
1811,32,10,cadre,51944.0,0.1,49480.0
1812,50,24,non_cadre,25752.0,0.06,32360.0
1813,50,12,non_cadre,34103.0,0.06,26974.0
1814,43,15,cadre,34430.0,0.1,51129.0
1815,59,11,non_cadre,36704.0,0.06,27963.0
1816,26,4,cadre,63401.0,0.1,29199.0
1817,32,10,non_cadre,24743.0,0.06,12802.0
1818,32,10,cadre,33686.0,0.1,29897.0
1819,27,5,cadre,42654.0,0.1,20565.0
1820,34,3,non_cadre,32529.0,0.06,4962.0
1821,35,13,non_cadre,30419.0,0.06,25525.0
1822,54,19,non_cadre,24099.0,0.06,30084.0
1823,34,12,non_cadre,29833.0,0.06,23382.0
1824,59,4,cadre,59293.0,0.1,23435.0
1825,55,16,non_cadre,34121.0,0.06,37253.0
1826,60,15,non_cadre,35395.0,0.06,33204.0
1827,26,4,cadre,39486.0,0.1,18913.0
1828,64,1,non_cadre,31675.0,0.06,2140.0
1829,48,14,non_cadre,42590.0,0.06,38956.0
1830,64,8,non_cadre,29069.0,0.06,11851.0
1831,37,15,non_cadre,24837.0,0.06,25327.0
1832,62,6,non_cadre,33684.0,0.06,11183.0
1833,47,13,non_cadre,23919.0,0.06,18052.0
1834,25,3,non_cadre,28763.0,0.06,5100.0
